Артикул;Наименование;Номенклатура;Баркод;ТМ;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;08-April-2024;Остаток;Предмет;Процент комиссии;Стоимость логистики;Стоимость хранения;Себестоимость;Цена до скидки;Скидка;Цена;Комиссия в рублях;НДС;Налог на прибыль;Налог;Прибыль;Наценка;Процент налога
19900;Мезороллер 0.3 мм;8452307;7432141550597;REVOLUT;0;0;0;0;1;1;0;0;0;0;0;0;4;3;3;0;0;0;0;1;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Мезороллеры;23;54.0;0.32;100.33;1786.0;86.0;250;65.0;5.111666666666665;4.736666666666667;9.848333333333333;18.946666666666683;18.88;3.939333333333333
19901;Мезороллер 0.5 мм;8452308;7432141550599;REVOLUT;11;15;14;8;18;14;9;10;19;29;20;24;25;26;26;23;17;21;24;19;14;20;20;14;20;22;11;14;13;15;19;11;11;16;10;7;14;15;6;14;14;6;9;12;6;1;3;4;4;773;Мезороллеры;23;54.0;0.32;128.97;2706.0;83.0;460;119.6;26.23833333333333;25.54833333333334;51.78666666666667;102.19333333333331;79.24;11.257971014492755
19902;Мезороллер 0.75 мм;8452309;7432141550601;REVOLUT;6;11;16;6;6;5;12;7;14;5;16;12;15;12;13;15;15;5;12;6;11;11;10;10;8;6;9;19;9;5;11;10;4;8;6;8;6;12;11;8;3;10;5;9;3;2;9;8;6;988;Мезороллеры;23;54.0;0.32;128.97;1857.0;79.0;389;101.14;17.48166666666667;16.89816666666666;34.37983333333333;67.59266666666666;52.41;8.838003427592117
19903;Мезороллер 1 мм;10070788;7432141550803;REVOLUT;15;18;13;12;17;12;12;5;10;12;14;13;15;9;15;6;12;10;15;16;12;14;13;15;12;12;7;10;7;11;15;8;5;4;14;7;10;13;10;11;17;14;7;9;11;3;3;11;14;148;Мезороллеры;23;54.0;0.32;106.83;4091.0;89.0;450;117.0;28.694999999999993;28.020000000000007;56.715;112.08000000000001;104.91;12.603333333333333
19904;Мезороллер 2 мм;10070789;7432141550805;REVOLUT;21;18;17;17;12;27;16;18;29;32;40;21;28;39;25;34;16;19;27;32;32;21;18;29;21;18;21;18;25;17;23;9;21;20;13;11;18;24;29;24;21;15;16;26;31;28;25;25;16;623;Мезороллеры;23;54.0;0.32;94.81;3350.0;88.0;402;104.51999999999998;24.77833333333335;24.17533333333334;48.95366666666669;96.70133333333332;101.99;12.177529021558879
20200;Набор для чистки лица - 4 инструмента;8452310;7432141550641;REVOLUT;75;22;17;28;23;77;36;21;17;67;19;23;25;21;14;15;18;12;19;20;9;14;16;11;10;9;13;9;7;7;11;11;10;9;13;6;13;9;12;8;13;10;7;22;6;23;38;12;11;4714;Инструменты для чистки лица;17;54.0;0.32;33.97;631.0;74.0;164;32.8;7.205000000000004;6.959;14.164000000000003;27.836000000000002;81.94;8.63658536585366
20400;Массажер для лица с металлической вставкой;8455486;7432141550655;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Приборы для очищения кожи;15;54.0;0.32;273.55;2253.0;83.0;383;68.94;-2.248333333333335;-2.8228333333333424;-5.071166666666677;-11.291333333333332;-4.13;-1.3240644038294196
20401;Массажер для лица с металлической вставкой;8455487;7432141550657;REVOLUT;1;2;0;0;0;0;3;8;3;3;8;4;3;1;0;0;0;0;1;0;1;0;1;0;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Приборы для очищения кожи;15;54.0;0.32;273.55;3975.0;92.0;318;57.24;-11.131666666666678;-11.60866666666667;-22.740333333333346;-46.43466666666667;-16.97;-7.151048218029354
20402;Массажер для лица синий;8455488;7432141550659;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Щетки косметические;23;54.0;0.32;249.09;1781.0;74.0;463;120.38;6.588333333333326;5.893833333333333;12.482166666666659;23.575333333333344;9.46;2.6959323254139655
20403;Массажер для лица розовый;8455489;7432141550661;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Щетки косметические;23;54.0;0.32;249.09;1700.0;67.0;561;145.86;18.674999999999983;17.8335;36.508499999999984;71.33399999999997;28.64;6.5077540106951846
20500;Массажная подушка;11416404;7432141550665;SS&Y Group;39;24;5;4;4;2;3;8;7;8;6;6;8;7;18;14;1;4;6;3;4;2;3;6;2;1;1;4;1;0;2;3;1;3;1;1;3;4;2;3;1;3;2;7;5;4;3;2;1;346;Подушки автомобильные;17;117.0;1.04;620.32;13067.0;85.0;1960;392.0;138.44666666666666;135.50666666666663;273.95333333333326;542.0266666666665;87.38;13.977210884353736
20501;Массажер для шеи и плеч;11416405;7432141550845;SS&Y Group;15;6;8;6;3;4;4;11;5;18;8;16;11;14;25;29;23;12;11;7;8;16;11;4;6;4;5;4;6;6;9;13;7;10;2;3;3;4;3;5;6;2;3;6;5;4;9;17;12;321;Массажеры электрические;15;217.80000000000004;2.9599999999999995;962.76;17929.0;86.0;2510;451.8;146.2733333333333;142.5083333333333;288.78166666666664;570.0333333333333;59.21;11.505245683930942
20503;Перкуссионный ударный массажер;14899402;7432141550854;SS&Y Group;1;2;1;3;4;2;4;1;5;1;3;1;2;4;3;8;2;3;4;1;3;1;2;0;0;2;2;1;1;2;2;0;2;0;3;0;3;0;0;4;2;1;1;2;0;0;0;2;0;566;Массажеры электрические;15;142.20000000000002;1.52;2992.74;44000.0;89.0;4840;871.1999999999999;138.9766666666667;131.71666666666667;270.6933333333334;526.8666666666669;17.6;5.59283746556474
20607;Прозрачный силико чехол для телефона Apple Iphone 7/8 plus;8452779;7432141550681;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;400.0;44.0;224;58.24000000000001;13.49961538461538;13.163615384615383;26.663230769230765;52.654461538461526;171.17;11.90322802197802
20612;Силико чехол для Xiaomi Redmi 6A;10019898;7432141550751;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;492.0;65.0;172;44.72;7.086282051282053;6.828282051282056;13.914564102564109;27.313128205128194;88.79;8.08986285032797
20614;Силико чехол для Apple iPhone 11;10019900;7432141550823;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Чехлы для телефонов;23;54.0;0.32;30.76230769230769;603.0;74.0;156;40.56;5.11294871794872;4.878948717948717;9.991897435897437;19.515794871794874;63.44;6.405062458908613
20718;Защитное полноэкранное полноклеевое стекло для Apple iPhone 11 Pro, эпл айфон 11 Про;10019076;7432141550831;SS&Y Group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Защитные стекла;19;54.0;0.32;60.430125;520.0;41.0;306;67.32000000000001;20.708312499999998;20.249312500000002;40.957625;80.99724999999997;134.03;13.384844771241829
20800;Чай матча 100г;8439682;7432141550703;SS&Y Group;4;7;6;6;28;4;7;7;8;16;15;11;16;13;8;7;8;11;10;7;9;11;9;12;12;27;5;7;7;8;4;5;3;6;8;4;9;12;13;3;11;8;7;11;7;12;3;9;4;1024;Чай;12;54.0;0.32;110.92;1156.0;73.0;312;46.800000000000004;16.71333333333333;16.24533333333333;32.95866666666666;64.98133333333331;58.58;10.56367521367521
22400;Апельсиновые палочки для маникюра, 100шт;10070790;7432141550757;REVOLUT;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;Палочки для маникюра;23;54.0;0.32;57.92;1264.0;89.0;139;36.14;-1.5100000000000025;-1.718500000000001;-3.2285000000000035;-6.873999999999999;-11.87;-2.3226618705036
22500;Массажер для глаз;10017205;7432141550759;SS&Y Group;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;1;1;1;2;4;1;2;1;0;1;1;0;0;0;0;3;2;0;0;0;2;1;0;344;Массажеры электрические;15;66.60000000000001;0.08000000000000002;1910.99;31417.0;88.0;3770;678.6;185.63499999999996;179.98000000000002;365.615;719.92;37.67;9.698010610079576
22700;Бамбуковая зубная щетка, средняя жесткость 2шт;11368098;7432141550763;DENT & DON’T;3;6;2;3;5;4;4;4;3;2;5;4;2;2;3;1;0;1;3;2;4;0;0;3;3;1;0;2;2;2;2;3;2;3;0;1;3;0;1;1;2;0;4;2;2;4;3;4;5;185;Зубные щетки;17;54.0;0.32;52.99;765.0;83.0;130;26.0;-0.49833333333333485;-0.6933333333333335;-1.1916666666666682;-2.773333333333341;-5.23;-0.9166666666666679
22701;Бамбуковая зубная щетка мягкая жесткость 2 шт;11368099;7432141550765;DENT & DON’T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Зубные щетки;17;54.0;0.32;31.01;950.0;80.0;190;38.0;11.164999999999997;10.880000000000004;22.045;43.52000000000001;140.34;11.602631578947369
22702;Бамбуковая зубная щетка с угольным напылением, средняя жесткость 5 шт.;47833547;7432141550766;DENT & DON’T;6;7;6;5;9;7;2;6;4;5;3;11;5;8;5;8;2;4;5;5;2;1;11;4;4;6;5;14;7;4;6;7;4;9;7;10;4;9;5;5;8;7;5;11;11;5;5;6;6;1555;Зубные щетки;17;54.0;0.32;79.74;941.0;68.0;301;60.199999999999996;17.84333333333334;17.391833333333334;35.23516666666667;69.56733333333334;87.24;11.706035437430788
22800;"Чехол-конверт для MacBook Air 13"" / MacBook Pro 13"" Retina";10019906;7432141550767;SS&Y Group;20;16;7;8;5;8;15;13;13;14;9;12;9;14;9;12;13;15;20;6;22;20;11;17;15;13;6;13;17;15;16;7;8;9;18;15;18;12;13;16;13;10;13;13;7;11;14;10;14;865;Чехлы для ноутбуков;23;66.60000000000001;0.08000000000000002;407.92;8933.0;85.0;1339;348.14;86.05666666666667;84.04816666666665;170.10483333333332;336.1926666666666;82.42;12.703871048045803
26000;Чехол для Apple AirPods 2 без карабина, розовый;10017299;7432141550787;SS&Y Group;19;21;15;10;25;20;17;20;9;18;13;29;20;13;13;16;24;20;19;29;22;11;9;8;9;10;7;9;10;5;9;7;5;4;2;4;6;7;8;7;2;5;7;8;7;7;13;9;6;891;Чехлы для наушников;23;54.0;0.32;37.3;1281.0;84.0;204;53.04;9.943333333333333;9.63733333333334;19.580666666666673;38.54933333333332;103.35;9.598366013071898
26001;Чехол для Apple AirPods 2 без карабина, голубой;10017300;7432141550789;SS&Y Group;14;14;13;16;14;20;18;15;13;14;16;18;24;16;18;14;17;21;19;23;26;14;18;2;2;2;0;2;0;1;2;2;0;2;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;Чехлы для наушников;23;54.0;0.32;37.3;2438.0;84.0;390;101.39999999999999;32.883333333333326;32.29833333333334;65.18166666666667;129.19333333333333;346.36;16.713247863247865
26002;Чехол для AirPods2 без карабина черный;10017301;7432141550791;SS&Y Group;5;1;2;1;0;0;2;2;6;3;1;0;4;2;2;1;1;1;2;0;3;1;0;1;1;1;1;2;0;1;3;1;0;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Чехлы для наушников;23;54.0;0.32;37.3;657.0;65.0;229;59.54;13.026666666666666;12.683166666666668;25.709833333333336;50.73266666666666;136.01;11.227001455604077
26003;Чехол для AirPods2 без карабина синий;10017302;7432141550793;SS&Y Group;18;20;9;13;11;17;13;12;13;11;14;10;7;10;15;5;7;20;15;11;11;10;15;11;7;5;9;3;8;8;4;6;6;7;8;15;12;4;5;5;4;5;5;4;2;4;3;3;5;273;Чехлы для наушников;23;54.0;0.32;37.3;683.0;70.0;204;53.04;9.943333333333333;9.63733333333334;19.580666666666673;38.54933333333332;103.35;9.598366013071898
26004;Чехол для Apple AirPods 2 без карабина, фиалка;10017303;7432141550795;SS&Y Group;17;17;19;29;21;19;23;14;29;21;26;18;31;28;19;17;20;31;35;31;30;11;16;11;13;10;15;18;16;16;12;6;13;9;14;18;6;13;13;14;11;12;14;18;17;17;10;16;7;228;Чехлы для наушников;23;54.0;0.32;37.3;641.0;68.0;205;53.3;10.066666666666668;9.759166666666669;19.825833333333335;39.036666666666655;104.66;9.671138211382114
26005;Чехол для Apple AirPods 2 без карабина, салатовый;10017304;7432141550797;SS&Y Group;19;17;14;19;12;11;21;19;12;17;14;13;17;19;12;14;15;15;22;16;12;12;6;11;4;14;14;14;11;8;7;9;3;9;11;14;10;4;9;6;3;8;8;5;13;8;9;11;7;29;Чехлы для наушников;23;54.0;0.32;37.3;1079.0;81.0;205;53.3;10.066666666666668;9.759166666666669;19.825833333333335;39.036666666666655;104.66;9.671138211382114
26006;Чехол для Apple AirPods 2 без карабина, ореховый;10017305;7432141550799;SS&Y Group;16;5;12;7;14;11;8;12;12;9;13;6;13;8;10;12;5;13;9;12;12;5;6;6;6;8;8;4;6;6;3;3;2;1;8;7;6;5;4;5;3;5;10;5;5;0;0;0;0;1;Чехлы для наушников;23;54.0;0.32;37.3;976.0;79.0;204;53.04;9.943333333333333;9.63733333333334;19.580666666666673;38.54933333333332;103.35;9.598366013071898
26007;Чехол для Apple AirPods 2 без карабина, лимонный;10017306;7432141550801;SS&Y Group;3;5;5;4;8;5;5;3;5;10;6;1;6;5;6;5;2;0;1;0;0;3;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;Чехлы для наушников;23;54.0;0.32;37.3;828.0;71.0;240;62.4;14.383333333333331;14.023333333333339;28.40666666666667;56.09333333333332;150.38;11.836111111111112
26008;Чехол для Apple AirPods 2 без карабина, белый;70092019;7432141559315;SS&Y Group;16;14;11;6;11;10;11;8;7;4;9;10;15;12;7;4;3;15;18;14;8;1;1;1;3;1;0;0;1;1;0;3;1;0;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;Чехлы для наушников;23;54.0;0.32;37.3;369.0;35.0;239;62.14;14.259999999999996;13.901499999999997;28.161499999999993;55.606000000000016;149.08;11.783054393305436
26009;Чехол для AirPods2 без карабина графитовый;70092020;7432141559318;SS&Y Group;18;27;19;21;24;22;26;16;10;12;16;10;7;9;15;13;6;18;15;21;16;7;12;10;8;7;10;14;16;11;8;9;9;6;12;14;3;5;10;1;1;10;6;2;9;4;6;1;2;0;Чехлы для наушников;23;54.0;0.32;37.3;554.0;63.0;204;53.04;9.943333333333333;9.63733333333334;19.580666666666673;38.54933333333332;103.35;9.598366013071898
26010;Чехол для AirPods2 без карабина красный;70092017;7432141559321;SS&Y Group;9;10;4;11;9;7;10;8;6;6;8;11;11;13;12;5;11;10;11;12;7;9;9;5;6;2;4;2;3;3;3;5;4;6;8;2;4;1;4;5;5;2;5;3;6;1;3;3;1;830;Чехлы для наушников;23;54.0;0.32;33.39;704.0;73.0;190;49.4;8.86833333333333;8.583333333333341;17.45166666666667;34.33333333333334;102.83;9.185087719298249
26011;Чехол для AirPods2 без карабина ярко-розовый;70092018;7432141559324;SS&Y Group;8;9;9;11;12;11;9;16;12;13;9;8;17;20;12;23;10;12;5;9;16;8;13;13;13;5;9;2;6;5;5;5;5;6;6;2;6;4;3;3;4;6;9;6;2;5;4;6;2;344;Чехлы для наушников;23;54.0;0.32;37.3;418.0;51.0;204;53.04;9.943333333333333;9.63733333333334;19.580666666666673;38.54933333333332;103.35;9.598366013071898
27601;Разогреватель воска;31639962;7432141550858;REVOLUT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Воскоплавы;15;104.4;0.8;396.39;3210.0;76.0;705;126.89999999999999;12.884999999999987;11.827500000000002;24.71249999999999;47.31000000000004;11.94;3.505319148936169
27700;Диск балансировочный, бирюзовый;43644782;7432141550852;Shark Fit;0;0;4;1;0;0;1;1;2;2;1;0;1;1;1;0;0;0;1;0;0;2;1;1;7;5;4;0;1;3;3;1;0;1;3;1;1;0;0;0;0;0;2;1;12;1;2;1;0;285;Подушки балансировочные;18;117.0;1.04;359.45;8308.0;87.0;1080;226.8;62.79166666666666;61.171666666666674;123.96333333333334;244.6866666666666;68.07;11.478086419753087
27701;Диск балансировочный, графит;11478762;7432141550851;Shark Fit;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Подушки балансировочные;18;117.0;1.04;359.45;4062.0;0.0;528;110.88000000000001;-9.888333333333332;-10.680333333333328;-20.568666666666658;-42.72133333333334;-11.89;-3.8955808080808065
27900;Мадлер для коктейлей;11391466;7432141550859;Shiny Kitchen;1;5;9;3;1;6;3;2;6;3;1;1;3;1;3;3;4;2;4;3;2;2;0;1;2;2;2;2;4;2;4;1;0;2;2;1;1;2;3;2;0;2;1;5;2;0;1;1;3;150;Прессы для сока;20;54.0;0.32;109.67;2053.0;81.0;390;89.7;22.77166666666666;22.18666666666667;44.95833333333333;88.74666666666667;80.92;11.527777777777777
27901;Ложка для коктелей, черная;84915043;7432141550868;Shiny Kitchen;6;5;3;10;4;3;2;9;5;4;21;15;3;4;4;7;3;5;12;12;1;5;4;2;4;5;9;2;3;5;3;2;5;3;2;2;13;4;1;0;4;4;3;2;1;5;1;2;7;574;Ложки кофейные;20;54.0;0.32;159.76;803.0;39.0;489;112.47;27.128333333333345;26.394833333333338;53.52316666666668;105.57933333333332;66.09;10.945432856169056
27902;Ложка для коктелей, металлическая;84915044;7432141550856;Shiny Kitchen;7;8;4;5;4;0;8;3;7;6;7;5;4;4;7;3;2;4;1;2;3;1;5;2;0;5;4;6;9;4;12;3;6;6;4;2;9;6;7;6;10;4;6;4;11;1;1;0;0;1;Ложки кофейные;20;54.0;0.32;122.58;632.0;24.0;480;110.39999999999999;32.169999999999995;31.450000000000006;63.620000000000005;125.80000000000004;102.63;13.254166666666666
28000;Гелевая маска для глаз;11368100;7432141550861;REVOLUT;8;13;7;7;10;11;7;21;16;11;5;16;18;12;11;10;6;7;7;5;8;5;8;6;7;5;3;12;8;7;2;8;4;7;15;9;2;0;1;0;0;1;0;0;0;1;1;0;0;0;Маски косметические;23;54.0;0.32;130.06;3780.0;90.0;378;98.28;15.943333333333333;15.376333333333335;31.31966666666667;61.50533333333332;47.29;8.28562610229277
28400;Терка для педикюра;11368101;7432141550867;REVOLUT;17;9;7;18;12;18;13;14;9;16;12;22;19;14;19;21;12;8;17;17;15;10;8;12;7;7;3;6;8;4;8;5;4;2;3;7;1;7;4;4;8;4;2;3;6;12;5;6;6;920;Терки для ног;23;54.0;0.32;54.29;1579.0;81.0;300;78.0;18.951666666666668;18.501666666666665;37.45333333333333;74.00666666666667;136.32;12.484444444444446
28500;Формы для наращивания ногтей;11368102;7432141550869;REVOLUT;5;1;2;1;3;3;5;5;1;3;4;3;2;2;2;2;1;2;5;1;3;4;2;1;2;1;1;1;2;0;0;2;1;0;1;1;4;1;2;3;0;0;1;1;4;0;0;0;0;0;Шаблоны для моделирования ногтей;23;54.0;0.32;39.59;617.0;82.0;111;28.860000000000003;-1.908333333333334;-2.074833333333334;-3.9831666666666683;-8.299333333333335;-20.96;-3.58843843843844
28501;Форма для наращивания ногтей;72666837;7432141559411;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Шаблоны для моделирования ногтей;23;54.0;0.32;35.64;150.0;54.0;69;17.939999999999998;-6.43;-6.5335;-12.9635;-26.133999999999997;-73.33;-18.787681159420288
28601;Валик большой массажный, фиолетовый;11478764;7432141550873;Shark Fit;10;6;5;9;20;7;15;8;19;10;18;9;17;16;9;8;8;5;12;7;11;5;6;8;3;2;6;3;5;2;9;7;2;6;7;2;3;3;3;2;3;4;9;6;4;2;8;6;4;936;Ролики массажные;18;117.0;1.04;285.2;8700.0;90.0;870;182.7;47.516666666666666;46.21166666666667;93.72833333333334;184.8466666666666;64.81;10.77337164750958
28602;Валик большой массажный, голубой;13569251;7432141550874;Shark Fit;6;6;8;4;3;5;2;2;4;4;4;6;4;7;7;6;3;6;2;3;6;4;3;2;4;3;4;9;6;4;6;2;4;4;3;3;3;2;1;2;2;2;1;3;1;3;2;1;1;417;Ролики массажные;18;117.0;1.04;257.9;8700.0;90.0;870;182.7;52.06666666666666;50.76166666666668;102.82833333333335;203.04666666666668;78.73;11.819348659003833
28603;Валик большой массажный, розовый;46282440;7432141550872;Shark Fit;18;9;25;12;15;14;15;17;22;20;20;13;19;22;12;14;10;14;14;11;15;13;14;10;17;6;12;12;16;11;10;6;8;11;11;10;12;11;8;17;16;17;7;6;6;9;4;8;5;557;Ролики массажные;18;117.0;1.04;257.9;4286.0;79.0;900;189.0;56.016666666666666;54.66666666666668;110.68333333333334;218.66666666666669;84.79;12.29814814814815
28610;Массажер для спины;11478765;7432141550875;SS&Y Group;15;6;9;3;3;8;8;7;13;4;4;5;13;6;6;2;3;7;10;9;5;11;9;5;11;7;4;6;5;3;3;2;5;2;4;4;1;7;1;1;0;4;3;7;1;3;5;3;7;876;Массажеры механические;23;91.8;0.56;211.22;3045.0;78.0;669;173.94;32.006666666666675;31.003166666666672;63.00983333333335;124.01266666666662;58.71;9.418510214250126
28700;Соковыжималка;11391467;7432141550877;Shiny Kitchen;0;2;0;1;0;1;2;0;2;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5;Соковыжималки механические;20;54.0;-0.15999999999999998;93.76;2944.0;84.0;471;108.33;35.818333333333335;35.11183333333334;70.93016666666668;140.44733333333335;149.79;15.059483368719041
28800;Ролик для пресса синий;11478766;7432141550879;Shark Fit;13;13;7;12;12;9;13;5;5;7;10;11;18;9;8;6;11;12;9;10;12;10;7;10;14;7;10;11;6;10;6;6;4;3;5;7;8;8;8;12;9;2;4;9;3;8;7;11;16;909;Ролики для пресса;18;117.0;1.04;256.47;5876.0;83.0;998;209.58;69.15833333333336;67.66133333333333;136.8196666666667;270.6453333333332;105.53;13.709385437541755
28801;Ролик для пресса премиум;11478767;7432141550881;Shark Fit;6;8;4;2;8;5;1;5;8;0;1;3;2;3;2;4;1;2;5;5;2;1;2;2;2;5;1;4;2;2;4;2;5;5;5;1;1;7;6;1;8;2;8;4;4;3;2;7;3;594;Ролики для пресса;18;180.00000000000003;2.2399999999999998;530.59;7947.0;81.0;1509;316.89;80.25333333333336;77.98983333333334;158.2431666666667;311.9593333333333;58.79;10.486624696266846
28802;Ролик для пресса, черный;81901332;7432141550882;Shark Fit;4;4;3;1;0;1;0;1;4;3;1;2;3;1;1;3;0;0;0;4;0;0;0;2;3;4;1;1;0;3;3;1;2;4;1;0;0;5;1;0;4;0;1;3;1;2;0;0;5;271;Ролики для пресса;18;104.4;0.8;301.22;1574.0;46.0;849;178.29;44.18166666666667;42.90816666666667;87.08983333333335;171.6326666666667;56.98;10.25793089909698
28803;Ролик для пресса с двойным колесом, чёрный;81909258;7432141550878;Shark Fit;14;7;7;5;9;9;4;10;4;4;11;8;8;2;7;3;3;8;5;8;8;7;6;2;6;2;4;7;6;2;6;8;4;5;9;8;5;2;8;12;9;6;8;8;7;10;11;8;10;461;Ролики для пресса;18;79.2;0.32;236.36;1342.0;41.0;791;166.11;51.55499999999999;50.36849999999998;101.92349999999998;201.474;85.24;12.88539823008849
28900;Массажер гуаша для лица, розовый кварц;11478768;7432141550883;REVOLUT;10;6;4;2;4;6;4;0;6;8;10;3;12;4;6;3;4;5;6;6;3;7;3;2;2;0;3;3;3;1;2;1;4;4;4;2;5;6;2;2;3;3;3;1;5;11;4;10;8;601;Массажеры косметические;23;54.0;0.32;317.29;2294.0;82.0;412;107.12;-11.06833333333334;-11.686333333333344;-22.754666666666687;-46.745333333333335;-14.73;-5.522977346278322
28901;Массажер ролик для лица, темно-зеленый кварц;11478769;7432141550885;REVOLUT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Массажеры косметические;23;54.0;0.32;242.11;2575.0;81.0;489;127.13999999999999;10.958333333333341;10.224833333333338;21.18316666666668;40.899333333333324;16.89;4.331935923653718
29100;Щеточка для очищения лица, розовая;11368103;7432141550889;REVOLUT;54;50;57;43;48;43;46;56;65;54;35;53;82;55;52;31;42;43;51;44;44;29;38;46;36;36;40;36;27;26;27;31;35;26;31;29;16;30;46;18;34;22;28;36;34;31;33;40;15;444;Щетки косметические;23;54.0;0.32;25.85;1138.0;84.0;182;47.32;9.13833333333333;8.865333333333332;18.00366666666666;35.46133333333335;137.18;9.89212454212454
